imdbId,Genre
109890,17
109891,7
109913,21
109920,7
107057,18
107076,17
107096,17
107144,17
113674,7
112966,7
107151,21
110064,7
110074,7
110097,7
110123,7
107206,17
107207,20
110137,26
108551,20
110197,18
107286,17
107290,22
107302,18
110265,18
107322,21
110305,6
107362,17
107413,7
110353,7
107468,21
107478,7
107497,18
107501,21
107507,7
107554,18
116253,17
74102,20
111689,7
107616,7
107611,21
107613,7
107614,7
107653,7
110657,17
110649,7
110678,17
110687,22
107756,20
107808,18
107818,21
107822,21
107840,21
107889,17
111003,10
110939,7
110955,7
107943,21
110971,7
107969,17
111001,7
107978,17
107977,22
107983,17
105275,18
108000,21
108002,20
108026,21
105032,20
108052,20
111094,7
108065,20
111102,21
108071,21
111127,7
111143,17
108101,20
108122,7
111194,21
111201,7
108149,7
108160,7
108162,21
83658,12
108186,7
108174,7
108238,17
89256,21
108255,22
111323,17
111400,17
108328,20
111418,7
107688,14
108333,17
108358,17
111488,5
108399,18
108515,19
110763,14
107779,7
109226,21
110259,21
114906,7
107002,21
109403,7
104029,10
110623,7
107315,7
106408,7
110363,7
107349,21
111709,7
109828,21
107225,7
111252,7
110366,7
106878,7
109120,22
108059,18
110892,7
112651,19
107642,7
109382,20
106678,21
112572,7
99785,7
99653,21
103639,14
103064,17
99348,22
114706,17
96895,17
102926,18
29583,14
101414,14
32910,14
100405,7
110719,7
65214,17
110395,18
111752,21
109934,19
112606,7
115978,19
117247,7
112625,10
106537,21
116282,18
116552,22
82509,14
116514,10
117283,7
116684,21
110374,21
70506,7
65421,14
113083,21
118001,7
116165,7
102855,21
107471,21
113839,7
112712,17
90665,21
117891,7
113613,7
117381,18
114305,18
115837,21
115509,14
114671,21
112844,7
114658,17
116275,7
113122,21
117608,7
113448,7
116414,7
116095,21
111543,22
117517,21
117312,7
116485,7
113947,21
115956,17
117060,17
109028,7
117071,21
117788,7
112257,10
116136,17
118026,20
117117,21
116168,7
111787,7
112509,2
54189,18
115591,7
116683,14
116287,21
116768,7
116269,7
114787,7
113720,21
112536,17
48473,21
52572,21
117128,7
114616,21
117705,14
62711,22
110061,17
140614,7
108181,8
114307,21
58898,21
82206,7
111430,19
107727,19
81759,21
113443,21
109491,21
114048,17
111613,26
117104,7
117688,17
109751,21
117774,17
114736,18
112604,7
116289,7
109593,21
103095,7
112368,7
104046,20
62952,21
115742,15
117420,17
115951,7
117784,21
117107,18
117979,7
95776,14
115851,7
116322,6
109374,18
110712,21
112817,21
113362,22
73778,17
112546,7
108500,7
117108,7
118114,14
114103,21
113270,19
92123,21
115963,21
116448,7
116827,21
114894,19
112701,7
113429,14
125877,8
116508,21
117260,17
117500,17
116405,7
109592,7
117998,17
115624,17
113145,21
116559,7
113568,14
117894,23
117723,7
112586,7
112691,14
40366,18
117768,7
115571,12
31612,21
57012,7
103926,7
105737,7
113849,7
113188,22
42644,22
109381,19
109688,17
104606,21
110480,19
108211,21
117331,17
117765,7
116833,7
113280,21
116669,7
116594,20
113211,21
114494,7
116992,19
38426,24
94265,7
105201,7
70820,21
84898,21
63715,10
109191,7
114122,25
117951,21
118523,26
116629,17
117737,21
116277,17
116583,14
115798,7
116778,7
116213,17
113147,19
117218,7
100990,21
111546,21
113610,19
93199,23
106810,20
111180,18
111237,7
72362,21
103207,7
116040,17
116365,7
116905,18
116493,7
117333,21
118113,7
117628,7
117913,18
115530,21
114266,7
115493,22
116320,17
116756,7
109356,21
116823,7
112568,18
114170,17
117999,21
118073,7
108220,7
49521,22
112746,21
104403,21
61495,7
110246,21
116164,7
112865,24
112716,21
115472,22
116707,7
116313,7
114550,7
117438,18
116531,7
117332,7
116353,21
115857,17
117008,7
116191,7
115986,17
116571,7
53459,21
117826,7
113695,21
108227,21
111424,18
113080,21
115680,21
117718,21
116225,17
112767,18
115632,20
117918,7
104109,21
51980,21
100840,21
107575,7
42054,21
68646,18
116536,24
109255,7
104558,17
116985,7
114936,7
114474,21
115736,18
115836,7
101692,7
116745,18
119214,7
116934,7
109066,21
75169,21
113542,20
110693,17
106544,17
116418,7
112607,21
120004,10
116654,10
116311,6
117965,21
114592,21
115725,7
115783,17
120271,21
113596,14
109001,26
94822,18
113253,10
117991,7
117093,21
24252,21
105729,21
111019,21
35896,22
32904,7
45152,7
43278,21
50419,7
54698,7
52357,15
47396,15
25316,7
36855,18
25164,7
53125,17
53604,7
53291,7
56923,7
34583,21
33870,18
58385,21
47437,7
46250,7
31580,7
37059,7
32138,22
31381,21
84370,7
43014,21
33467,21
62622,22
39428,22
42192,21
32143,7
32976,21
32484,17
38787,21
38109,9
50105,21
48728,18
42451,7
45537,7
31725,7
50658,7
51658,7
52126,7
29843,17
32762,17
37008,18
39420,7
29162,22
27125,7
35446,7
28010,7
49261,21
48028,21
25878,7
32599,7
48960,22
38650,21
31679,7
29947,7
34012,21
17350,21
36094,7
25586,21
38300,7
27893,21
32022,18
41509,7
39152,26
26029,15
38235,21
36241,7
63350,10
43265,22
46414,17
51459,21
47162,21
33891,7
29855,21
29588,7
22879,21
27980,18
114007,21
93229,17
118927,17
48491,21
113730,7
117357,7
117669,19
116329,22
118742,21
116442,7
114354,21
117011,17
117039,20
117473,5
116635,20
115678,21
116830,17
115847,21
117603,17
115438,7
115994,7
83587,7
116167,26
116259,18
116421,17
116000,17
115862,18
72653,6
47977,6
72951,22
64603,7
71607,7
50798,6
55277,7
54195,21
107131,22
53271,6
54357,22
59793,7
46672,22
106611,22
109127,7
42332,14
63819,14
38166,14
57546,14
41890,14
102798,17
58331,7
33563,14
76538,14
66817,14
43274,14
82406,14
116361,7
59742,20
95016,17
104692,10
118044,21
114597,19
117582,21
117589,21
117887,7
117924,21
117791,20
116928,7
115640,7
116908,17
116409,22
116913,19
117958,7
117400,21
117202,18
116404,21
120107,17
116722,21
116242,7
115600,21
117509,21
117802,7
117665,18
117781,18
116714,21
115491,14
43140,15
29546,7
28757,7
39286,18
37101,18
44863,22
109823,26
67992,6
111622,20
55018,10
70707,7
66808,7
95159,7
79470,7
84865,7
68334,7
59243,17
61418,17
52027,22
46912,18
113731,21
92890,21
105236,18
91763,21
98627,22
103772,21
101761,20
104036,18
104348,18
84707,21
83866,6
117577,7
29992,21
99371,17
92099,17
115531,17
48545,21
44081,21
115885,10
116859,19
102336,7
115870,7
115684,18
117040,19
117284,7
115580,7
116378,18
114472,21
113057,21
116581,7
114622,17
112907,21
117318,20
116422,7
114147,19
117320,19
82846,21
72081,7
101775,7
96754,22
80749,10
82340,17
82533,10
91288,18
91480,21
111357,7
107274,18
81375,7
71853,22
116587,21
112777,21
116245,21
116212,20
113328,21
116403,7
117968,7
116886,19
117677,19
112759,7
118147,19
108598,14
110173,19
84589,20
109781,14
40427,18
40723,18
39881,18
92281,21
34493,21
39004,21
26465,7
26656,7
25799,7
78875,21
69198,7
110521,21
60304,7
115715,18
113031,7
116059,7
115610,10
99028,19
112483,17
103850,7
95765,21
97108,18
109942,7
101700,7
101765,21
101811,21
50825,21
99703,18
102014,7
120121,25
116209,21
102426,7
97937,20
98724,21
105107,21
105488,7
96257,19
101026,7
102370,19
100332,19
73486,21
78446,7
80684,17
93779,22
82971,17
88846,21
90605,17
60196,25
94336,7
50083,18
56172,22
66921,18
56592,18
78788,21
64116,25
86190,17
93191,21
41959,9
99685,20
78748,10
106308,7
95250,22
89881,17
97202,17
54215,10
80455,17
71562,18
93058,21
104361,14
97499,17
86879,20
45061,7
87843,18
81398,20
75686,7
86197,22
79944,21
82096,22
70735,7
67185,7
103130,7
50976,21
85859,7
88247,17
103873,7
97441,20
100519,7
79522,7
100150,18
97165,7
61722,7
52311,18
100263,17
50212,22
56801,21
71315,21
43456,21
40897,22
92610,7
23969,7
88794,7
81505,21
92005,22
22100,18
92991,7
57115,22
77416,21
82269,5
107048,7
105695,21
56218,21
100436,7
36613,7
88763,22
101921,21
66206,20
90967,7
94625,14
91203,17
61512,18
99334,20
72431,7
102536,7
101640,21
32553,7
32455,14
44706,21
38355,18
97493,7
81534,21
52618,22
88258,7
85809,19
94006,21
97576,17
78841,7
83987,20
96332,21
91867,21
89886,7
84503,14
87553,20
89606,21
49223,17
97351,21
73341,22
64115,20
87884,21
101458,17
98635,7
113369,21
114089,21
116589,19
117550,7
116293,21
116953,7
115754,7
114093,19
115548,21
116601,7
112537,7
107314,19
103644,17
82010,7
103678,10
85159,10
115535,10
106262,10
83550,10
78767,10
99030,10
71233,7
90655,10
75704,21
92632,18
56869,21
51418,10
82083,7
101492,10
37549,10
103874,23
26138,21
74258,10
103919,23
101540,18
55824,21
74285,10
83722,23
87800,10
13442,23
91651,10
75005,10
115710,18
115495,18
117057,7
115751,21
119791,21
117731,17
117631,20
117666,21
116705,7
84116,21
117293,19
117372,7
113557,21
117477,7
115988,21
115433,22
42354,21
110171,21
99423,17
79945,22
102975,17
98382,17
84726,17
88170,17
92007,22
103776,17
96487,17
100994,17
77631,2
84021,7
100114,17
115471,17
117773,21
105690,17
52287,25
73195,22
77766,22
85750,22
117119,22
116996,7
115906,7
116695,7
93822,7
94155,7
105435,7
115633,21
116621,20
116999,21
117691,21
116410,21
119783,18
115641,14
112769,18
117571,10
104691,17
117038,7
116240,7
116477,21
117690,21
118163,20
117091,7
118100,18
116250,20
117364,21
67959,22
117028,19
113212,19
119731,17
116506,21
116640,18
119115,7
120550,22
120390,17
112362,21
116704,17
120414,7
118708,17
119664,17
110425,10
123281,5
80714,21
106535,21
118928,17
119644,7
106266,7
106387,7
119937,20
117907,19
109949,7
119640,17
116790,7
119225,7
116310,19
118111,7
116754,21
118691,7
120238,21
116565,7
119887,7
119141,7
120357,7
118548,17
120317,17
120434,7
118042,19
120318,7
116922,15
120036,17
119008,20
117544,7
118750,7
120014,19
118762,21
118859,18
118702,17
119432,7
116743,18
119951,20
119572,21
120053,17
120152,17
118064,7
115964,21
116041,7
119528,7
117422,21
120094,20
118972,17
118829,14
118663,7
116931,7
120389,17
118623,21
119013,17
119381,21
118615,17
119229,17
116762,18
116783,21
118541,7
113314,21
119859,21
120366,18
118586,18
118783,21
117050,7
120032,7
116295,21
120461,17
115886,7
118655,7
118771,17
115760,21
115927,7
117482,21
120383,17
105660,21
120479,17
119109,7
119116,17
116643,7
119809,7
116920,21
120190,7
117398,21
58985,21
119578,7
117615,7
120087,22
120394,7
118556,7
115744,7
118964,21
119567,17
117359,21
117561,7
120118,21
118117,21
114303,7
120373,7
118787,22
118880,17
116834,7
114134,21
112951,21
120179,17
117724,18
117775,7
113968,24
118127,7
118688,17
119019,7
120034,7
116502,7
119282,14
119502,20
116949,24
119738,7
105569,10
115856,7
57345,21
119094,17
119098,21
116384,21
117076,21
113425,18
116334,7
119654,22
119848,7
120512,17
120133,7
118884,21
116930,7
119173,17
82198,22
119190,17
118887,18
119081,10
120177,17
118570,7
119896,7
119361,7
119152,22
118818,21
118883,17
118966,17
120207,17
120112,21
119311,18
119509,7
119675,10
119695,17
119086,17
119484,23
118571,17
118531,21
99810,17
102494,21
119465,7
120197,7
119360,7
119051,17
119874,17
119488,18
120102,22
119468,18
120169,7
119457,7
120524,23
120323,21
119174,21
119123,17
120399,18
119557,21
119632,7
123953,7
118647,17
120151,7
120402,21
119349,21
120192,17
118842,7
119326,7
119164,7
116631,7
119280,20
119345,10
118971,21
120029,7
119906,18
119324,7
119107,19
120481,21
120303,21
120539,19
119177,21
119095,21
119891,10
120257,21
120529,19
119535,7
119338,18
119080,21
119210,18
118900,17
83131,17
117221,21
118689,22
119327,7
119592,18
119832,21
120275,21
120490,21
119527,18
119978,18
118749,21
90329,18
119365,18
120201,17
118901,7
107282,21
118836,7
120148,7
119707,17
120382,7
120520,21
119723,21
116592,21
119994,18
119395,17
118617,14
120483,17
118583,17
112318,12
118607,21
118632,21
123385,20
118698,21
109266,18
118764,7
118804,7
118954,7
119137,7
119142,7
119217,21
116465,21
116490,21
119303,7
119352,21
130073,5
116976,21
119668,18
119715,7
117167,7
119819,7
119845,21
120082,10
120222,5
120255,21
128755,12
120338,21
120347,17
117994,21
118230,21
119052,21
119925,17
119314,21
120521,21
119396,18
119485,20
119718,22
118715,7
118566,7
119590,21
119223,21
120881,7
118539,17
119655,17
119988,18
129758,19
120670,5
120820,7
120885,7
118929,15
116845,21
120478,22
120696,17
120693,7
119099,17
120122,7
118643,23
112913,18
119815,17
120185,7
118956,17
128690,7
119521,18
119734,7
119711,21
120008,17
120594,18
119784,23
118747,17
114690,17
133090,8
120707,7
120888,7
120184,21
118662,19
116379,21
119548,7
120782,18
119822,7
99939,18
145302,19
119656,17
114322,7
119594,18
120873,17
120491,22
119574,7
112619,21
140282,17
120661,19
118744,21
120241,7
120744,17
120769,17
120890,18
125454,22
120642,21
119250,18
119942,7
119780,21
120510,7
120793,21
119049,21
124179,7
119560,7
120219,19
120108,21
120772,7
120645,7
119305,7
119905,7
120598,22
124295,19
118851,21
119139,7
120738,17
119272,17
120749,17
120176,21
120632,21
120728,7
120773,22
120765,7
124718,21
119196,5
118229,18
120213,7
118819,21
120906,7
119792,21
117443,5
118755,22
119947,22
130019,7
119508,7
118727,21
118577,7
120723,7
120725,7
138563,19
119987,7
117786,17
120265,21
119448,18
118785,7
120841,17
120742,7
120838,7
141986,19
120609,17
120856,17
120610,17
118925,7
119952,7
113184,21
119683,18
120211,7
118866,7
120647,17
145048,21
120531,7
125128,21
119506,21
120800,14
120685,17
118798,7
120669,22
120777,7
131436,7
119053,22
119313,21
119375,18
119547,21
120401,21
120787,18
116692,21
120828,17
127723,7
118894,7
139362,21
119494,21
125980,22
118849,21
150290,19
116141,26
126938,7
122529,7
143614,21
119717,7
120762,14
140508,18
120902,21
126344,17
118998,7
120780,18
73540,21
120321,7
120443,20
118789,7
120591,17
122151,17
123987,7
122718,17
138704,21
140688,21
129387,7
52077,10
18578,21
19729,21
20629,21
21746,21
22958,21
23876,21
26752,22
27698,20
29146,20
30993,7
33729,21
35093,21
36872,7
37884,21
36868,21
39416,21
40416,21
41113,21
44672,21
45793,21
47296,18
48356,21
55614,18
57590,22
60665,20
61811,18
63385,21
64665,21
67116,17
75148,21
79417,21
81283,21
82158,20
86425,7
89755,20
93389,20
95953,21
97239,21
65063,7
67309,18
87995,7
100142,7
91369,22
88847,7
89686,10
93629,17
95742,10
97981,23
101917,7
80761,10
82418,10
83972,10
87298,10
89173,10
91080,10
95179,10
97388,22
77651,10
82495,10
85636,10
95271,10
97474,10
81383,10
93176,10
98136,7
105179,10
94862,10
99253,10
103956,17
84516,23
91778,10
95889,10
70047,10
76009,10
99528,21
93409,17
97733,17
104714,17
87363,7
99700,7
89218,22
120746,17
119910,7
117898,18
70723,10
17136,21
96874,22
99088,17
69113,17
76054,7
54594,7
78790,6
54649,7
34492,14
47478,22
94947,21
87182,17
95497,21
99674,18
102757,21
119558,21
134619,10
120741,7
120815,21
137386,7
119007,21
66728,7
66811,6
88814,14
78869,17
62737,7
109287,7
75807,22
77305,7
97053,22
65566,6
82199,17
109520,7
52722,22
82263,7
106868,22
91059,22
61715,22
91149,14
61749,7
80861,22
76137,17
107120,7
104437,22
97523,22
77698,6
56095,22
57180,22
120768,17
120783,22
131857,7
119165,19
120687,21
124115,21
98213,19
89853,7
39689,18
59113,21
83922,21
90203,21
86423,21
106273,21
96734,7
89126,7
71910,21
82736,21
90756,21
89385,6
61852,14
53994,17
48280,14
97757,14
104868,7
104940,7
104990,21
55254,14
89731,6
46183,14
81353,22
100477,14
76618,14
78158,6
107952,14
89908,22
102803,17
75200,7
53285,14
86336,23
57518,7
38969,14
88161,7
111271,22
19422,14
111359,22
84783,21
84827,17
108265,21
120694,10
102250,7
79367,7
83798,7
85894,7
101969,18
99697,10
86066,18
87469,17
77869,14
87803,21
85407,10
91499,17
107665,18
85382,10
87050,10
96787,14
101272,7
120631,7
120832,18
128214,21
120813,7
120056,19
80388,18
77711,21
61184,21
92513,17
90305,7
61584,22
57372,7
70016,14
78480,14
84649,14
83791,22
90633,14
101329,14
89469,22
88128,7
91790,7
90060,21
90848,22
91223,7
93220,7
80801,7
97443,7
140796,7
118661,17
120703,7
120831,7
133413,7
129923,21
116516,18
99763,20
63522,21
88323,22
100240,22
80391,22
94077,17
119517,7
124595,21
120611,17
120576,21
118301,7
120901,17
119778,7
120692,7
95709,17
94721,7
119033,21
40746,18
74512,7
68611,5
65112,21
61107,5
58329,18
51207,21
49470,21
48750,7
45897,18
44079,18
42994,18
120577,21
119346,14
123324,20
119453,7
139564,5
96446,17
94226,18
120654,7
120724,17
119125,26
139468,19
119892,18
42004,18
39694,18
37017,21
36342,5
35279,5
33922,7
34248,15
31505,22
30341,15
29811,18
28212,5
28231,15
25452,18
24747,20
23285,18
23395,7
22395,21
20852,7
21015,7
21165,18
20142,21
19702,18
18756,7
18876,7
17825,22
17843,26
18328,21
17075,18
16230,21
133361,8
128442,18
123755,21
118980,21
165857,21
120775,17
124879,7
119934,20
75040,7
73817,22
81207,7
85346,7
87359,21
92699,7
92537,7
96463,7
96166,7
95593,7
98258,7
100212,7
100134,21
101530,21
104412,7
105629,22
82172,21
84938,7
84472,10
87810,7
87690,22
86973,7
92225,18
91680,7
90583,7
96073,21
98625,7
102558,7
101523,7
102469,15
104257,21
107211,21
109390,19
120788,20
120776,21
120812,17
113658,21
118736,17
120835,21
120162,21
122690,17
146336,10
118863,7
119802,18
126604,7
100594,22
109206,20
63850,21
80731,7
47573,10
84787,10
105151,7
81554,7
99487,21
117276,7
144604,21
120587,14
120823,7
120770,7
120889,21
124102,10
52607,7
63462,7
82517,7
104952,7
73440,7
119577,20
139615,21
120701,7
122642,17
69966,18
141824,21
119670,7
86837,22
90830,21
80678,20
120603,21
144120,7
120791,7
119534,7
147612,7
119986,7
118636,18
120789,7
120157,17
150230,19
118799,7
124819,7
143874,18
100740,7
120877,17
120586,18
116481,19
120722,7
158493,18
120684,20
133952,17
120484,7
127536,20
120879,21
130018,10
155753,7
119643,21
120643,21
116488,7
120767,7
89941,17
90934,21
73747,10
87932,17
91954,20
91538,18
99750,7
50783,21
85244,7
120660,17
134067,14
120623,14
120533,7
140888,21
120070,21
166396,7
154420,21
69089,7
45826,21
47034,21
87344,17
56142,17
24216,22
74751,22
91344,17
89017,7
89087,17
89155,7
97366,7
89893,17
91159,7
91541,7
90264,17
89489,17
87928,7
89822,7
91777,7
93756,7
95882,7
98105,7
120595,22
119304,7
165494,7
124198,7
119248,21
155975,10
147004,7
120324,18
141109,7
120844,17
120794,14
128445,7
138097,7
87688,21
39628,7
89961,22
98115,21
89767,25
89880,17
83944,17
95956,17
89370,17
88011,17
88933,12
94890,22
79817,21
84602,21
89927,21
100507,21
88930,7
90357,22
92173,21
90685,7
91188,7
91653,7
91024,21
87538,17
91326,17
97647,17
97958,7
128853,7
120706,20
120861,7
120863,21
133751,10
120751,17
41650,22
129290,20
120686,7
120633,21
142231,21
119336,7
120857,21
120514,20
144546,7
118564,21
127722,18
120699,21
150915,20
145734,7
120391,7
132512,21
120710,21
139699,7
120458,17
93072,22
91225,17
93075,23
99636,23
90768,21
51622,21
91064,21
97368,10
91875,17
90660,17
72271,10
92076,7
99994,10
110978,7
91877,7
92112,7
90917,21
90710,21
91605,18
91306,7
91738,7
90555,22
92493,17
92105,7
91991,7
90863,21
90567,18
91187,17
91055,17
92086,7
120683,18
119773,7
151691,21
149151,7
112922,17
120095,7
160862,7
138279,7
163984,17
54167,21
152548,7
120784,17
145893,7
138987,20
128133,20
174852,19
70544,14
124298,7
139462,21
120764,7
119207,7
155776,7
132477,20
151804,7
156901,21
137338,7
134273,15
123209,7
120618,7
181322,7
119054,7
134948,7
70334,7
84390,21
98084,10
105128,23
106557,10
109415,10
85333,10
84412,7
51744,18
65377,17
71110,17
75648,17
76636,17
72308,17
80354,10
79550,17
70909,17
74812,17
63442,22
65462,17
69768,17
68408,17
67065,17
77189,17
71455,17
78740,17
78856,17
175550,19
122933,7
142192,17
139134,21
120735,7
127288,7
157208,21
159696,7
120646,21
125778,21
144814,10
131646,17
57129,10
94964,21
107626,7
54443,10
56931,10
118665,7
120859,7
157016,18
141098,7
160429,14
129332,23
139668,18
118682,21
118892,20
116192,21
49408,20
187819,6
131369,7
120757,17
122906,26
120613,21
133093,17
147800,7
120274,21
129280,7
120449,21
116932,7
119665,7
127302,12
154506,18
139239,7
151738,7
105399,17
126250,7
166195,7
133363,21
119219,7
123964,7
341315,14
143261,21
136244,22
123923,21
139394,18
110570,7
125659,21
188996,19
133189,7
120836,7
120797,7
126886,7
120907,17
119546,7
76164,17
128370,21
168950,19
137494,17
138510,7
162973,7
120697,18
115669,21
138874,21
155388,21
37913,18
87799,7
90837,7
89652,17
99422,17
120616,17
118826,7
188052,21
120865,26
115005,21
140379,7
160298,7
165078,21
115693,17
138414,7
120659,20
120915,17
166252,7
149723,21
120680,7
59643,22
23245,23
53085,22
37098,23
37099,23
32818,22
35096,21
82766,20
78346,17
81573,17
86393,17
94074,17
21814,23
37793,23
36931,23
21884,21
31951,12
34786,21
35899,23
50280,10
36376,23
34398,10
89308,10
48696,10
73629,7
42469,5
84156,19
44121,10
45920,10
46534,17
48215,10
49366,10
49169,17
49370,10
49516,22
84745,10
53183,16
52151,16
125439,7
139809,15
156794,21
126859,21
138590,7
128278,21
186508,19
126261,21
124555,7
139216,21
141105,7
164085,22
145660,17
143924,7
156820,7
120802,21
120855,14
144214,18
184510,19
122541,7
120731,21
130827,18
120370,19
142342,7
139898,18
119038,7
119743,7
120554,12
99052,7
158983,14
120891,17
162677,18
149964,21
101318,21
167925,21
163651,7
137363,18
137439,21
158811,22
185937,10
120899,20
120663,21
139414,17
161100,7
120878,7
87332,17
97428,17
157503,7
171363,23
141369,17
162710,7
149261,17
132347,17
163187,7
162830,21
49406,18
48254,18
54331,22
56193,18
72684,22
53198,18
55032,21
96378,22
91557,22
91129,17
90774,7
92585,17
90886,7
88939,21
91343,10
91637,18
92068,7
91613,21
91699,21
91530,22
91419,7
54033,7
92534,17
91554,18
93818,7
93051,7
93690,7
92627,18
92850,7
93415,21
94293,17
83967,20
89816,21
144168,7
129111,20
129167,14
167404,21
155267,18
63688,18
122515,7
168449,7
120709,21
120210,7
138946,18
131325,7
120620,21
165710,7
176422,21
168987,7
138487,21
119614,19
15693,21
113965,18
77663,7
57449,7
53363,10
55304,21
59821,21
58333,10
56552,7
91178,7
88889,7
66765,7
77394,10
82377,10
80339,7
83530,7
118604,7
89670,22
85995,22
95188,7
94737,7
100419,7
102719,7
104740,6
119843,21
96244,18
107798,18
85334,7
130121,7
133046,7
176269,17
105698,17
188863,7
156887,14
119692,7
160401,18
181833,19
52602,10
91278,17
95382,17
103617,17
113438,17
73802,15
58175,21
10418,22
104839,22
10726,22
181733,19
163185,21
120657,17
138304,21
160236,7
164108,7
169145,21
160216,6
144286,18
119586,20
120747,7
163579,17
125971,7
126810,7
125211,7
157183,7
145531,10
164181,10
133412,18
118843,7
151582,18
178988,21
97050,22
31762,22
45251,21
102741,7
107895,21
81454,22
88146,18
76150,10
69994,10
86014,10
59297,10
63823,14
169547,21
88178,19
181316,17
126916,21
80491,21
58182,7
127296,7
173390,7
77280,20
89175,10
97390,7
111342,21
61385,7
68473,22
82348,22
125879,21
50814,7
108185,21
111419,14
73812,21
82511,10
99558,17
91431,17
